sample_id,timestamp_utc,month_block,segment_id,source_dataset,altitude_km,latitude_deg,longitude_deg,residual_mGs,Bx_model_nT,By_model_nT,Bz_model_nT,B_model_nT,B_model_mGs,B_teaching_mGs,is_anomaly,anomaly_type,anomaly_id,quality_flag
3959,2026-03-21 19:32:00,2026-03,segment_6,200_stab,485.95509375,50.806943,3.76433299999999,119.845089241609,16315.0471617137,403.359543206682,35974.8150081477,39503.5539879703,395.035539879703,514.880629121312,0,normal,,normal_semisynthetic
3960,2026-03-21 19:32:20,2026-03,segment_6,200_stab,486.19228125,52.052786,3.26259400000001,127.577092930183,15808.5796097078,345.08430590104,36545.3910684787,39819.5414439028,398.195414439028,525.77250736921,0,normal,,normal_semisynthetic
3961,2026-03-21 19:32:40,2026-03,segment_6,200_stab,486.41840625,53.294781,2.73780299999999,112.169936592367,15307.9538481276,283.717263102059,37090.0941491398,40125.9146997778,401.259146997778,513.429083590144,0,normal,,normal_semisynthetic
3962,2026-03-21 19:32:50,2026-03,segment_6,200_stab,486.5273125,53.916246,2.46516300000002,121.138281861035,15059.0960318148,251.797700574464,37354.0709420607,40276.1268162908,402.761268162908,523.899550023943,0,normal,,normal_semisynthetic
3963,2026-03-21 19:33:10,2026-03,segment_6,200_stab,486.7355,55.156284,1.899227,126.333200517978,14565.8202291224,185.712224534398,37864.5933946772,40570.0017367721,405.700017367721,532.033217885698,0,normal,,normal_semisynthetic
3964,2026-03-21 19:33:30,2026-03,segment_6,200_stab,486.93015625,56.393395,1.30272600000001,104.801572365934,14077.9735777403,116.638822508005,38353.5789017302,40855.8436363969,408.558436363969,513.360008729903,0,normal,,normal_semisynthetic
3965,2026-03-21 19:33:40,2026-03,segment_6,200_stab,487.022125,57.011271,0.991705999999994,107.68695377723,13835.8469657111,80.9781276301926,38590.6323430768,40996.0257019417,409.960257019417,517.647210796646,0,normal,,normal_semisynthetic
3966,2026-03-21 19:33:50,2026-03,segment_6,200_stab,487.11028125,57.627856,0.671937000000014,122.610909853145,13595.1888943479,44.6273831722231,38822.6522990948,41134.285993715,411.34285993715,533.953769790295,0,normal,,normal_semisynthetic
3967,2026-03-21 19:34:10,2026-03,segment_6,200_stab,487.2756875,58.86561,-0.000672000000008666,119.301676221883,13114.7765984192,-30.6246134192843,39275.3942953939,41407.1841611097,414.071841611097,533.37351783298,0,normal,,normal_semisynthetic
3968,2026-03-21 19:34:30,2026-03,segment_6,200_stab,487.4235,60.092216,-0.712016000000006,155.223529986858,12641.8066628551,-108.157817021053,39707.954709612,41671.9166949996,416.719166949996,571.942696936854,0,normal,,normal_semisynthetic
3969,2026-03-21 19:34:50,2026-03,segment_6,200_stab,487.55403125,61.316541,-1.47253000000001,121.670443243344,12172.1767072945,-188.427860880088,40124.9099811676,41930.9645947856,419.309645947856,540.9800891912,0,normal,,normal_semisynthetic
3970,2026-03-21 19:35:00,2026-03,segment_6,200_stab,487.6124375,61.927201,-1.87287499999999,100.063230570343,11938.6238107419,-229.520916528696,40327.6962568719,42058.3701982383,420.583701982383,520.646932552726,0,normal,,normal_semisynthetic
3971,2026-03-21 19:35:20,2026-03,segment_6,200_stab,487.71503125,63.145461,-2.71838400000001,143.428367628459,11473.5155125803,-313.561466593479,40722.5941162933,42309.2135423375,423.092135423375,566.520503051834,0,normal,,normal_semisynthetic
3972,2026-03-21 19:35:30,2026-03,segment_6,200_stab,487.7594375,63.759543,-3.170556,112.216594134725,11239.2460969648,-356.946847374329,40917.012400735,42434.0661224197,424.340661224197,536.557255358922,0,normal,,normal_semisynthetic
3973,2026-03-21 19:35:50,2026-03,segment_6,200_stab,487.8320625,64.971088,-4.120349,117.281545692369,10776.7337034809,-444.513461083405,41292.0203404717,42677.4709340977,426.774709340977,544.056255033346,0,normal,,normal_semisynthetic
3974,2026-03-21 19:36:00,2026-03,segment_6,200_stab,487.8605625,65.575062,-4.62547499999999,114.10354504164,10545.7220502439,-489.127094814209,41474.9181911292,42797.4337762995,427.974337762995,542.077882804635,0,normal,,normal_semisynthetic
3975,2026-03-21 19:36:20,2026-03,segment_6,200_stab,487.901375,66.777646,-5.70265799999999,114.827751682003,10084.101431718,-579.819831571071,41831.5065968324,43033.710470782,430.33710470782,545.164856389823,0,normal,,normal_semisynthetic
3976,2026-03-21 19:36:40,2026-03,segment_6,200_stab,487.9200625,67.974316,-6.88288,116.495116054365,9621.4405958574,-672.48178989279,42176.8294247801,43265.5670392097,432.655670392097,549.150786446462,0,normal,,normal_semisynthetic
3977,2026-03-21 19:36:50,2026-03,segment_6,200_stab,487.920875,68.567579,-7.51413300000002,110.51926337963,9390.38947642168,-719.296662573183,42344.6766976302,43379.3550762861,433.793550762861,544.312814142491,0,normal,,normal_semisynthetic
3978,2026-03-21 19:37:10,2026-03,segment_6,200_stab,487.90503125,69.750739,-8.879133,111.260771853405,8925.25984328645,-814.369906617058,42673.0763830851,43604.0698744005,436.040698744005,547.30147059741,0,normal,,normal_semisynthetic
3979,2026-03-21 19:37:20,2026-03,segment_6,200_stab,487.88821875,70.33849,-9.616739,130.286276722717,8691.60853791218,-862.435774109766,42833.175085676,43714.6284710387,437.146284710387,567.432561433104,0,normal,,normal_semisynthetic
3980,2026-03-21 19:37:30,2026-03,segment_6,200_stab,487.86534375,70.923373,-10.39536,124.221013302904,8457.06820483673,-910.811557538895,42990.5544348576,43823.9586405777,438.239586405777,562.46059970868,0,normal,,normal_semisynthetic
3981,2026-03-21 19:37:50,2026-03,segment_6,200_stab,487.801375,72.080475,-12.086132,132.747253552916,7986.03275913099,-1008.09288049416,43296.3873062284,44038.2802145651,440.382802145651,573.130055698566,0,normal,,normal_semisynthetic
3982,2026-03-21 19:38:00,2026-03,segment_6,200_stab,487.75959375,72.660167,-13.019785,106.319575991308,7745.93360316289,-1057.60035617998,43446.9400419312,44144.7007567745,441.447007567745,547.766583559053,0,normal,,normal_semisynthetic
3983,2026-03-21 19:38:20,2026-03,segment_6,200_stab,487.65784375,73.794498,-15.048508,125.788710425236,7266.44799292296,-1155.89817191058,43736.6365200228,44351.2202887617,443.512202887617,569.300913312853,0,normal,,normal_semisynthetic
3984,2026-03-21 19:38:40,2026-03,segment_6,200_stab,487.5305625,74.907914,-17.357563,129.345414742752,6780.63889441953,-1254.03302079396,44015.0642260973,44551.942061612,445.51942061612,574.864835358871,0,normal,,normal_semisynthetic
3985,2026-03-21 19:38:50,2026-03,segment_6,200_stab,487.4569375,75.457136,-18.639699,129.178935726877,6534.24060359059,-1302.92740491772,44150.4258863317,44650.3530336835,446.503530336835,575.682466063712,0,normal,,normal_semisynthetic
3986,2026-03-21 19:39:00,2026-03,segment_6,200_stab,487.37703125,75.997234,-20.010825,122.837784365723,6286.79036725722,-1351.21672563252,44282.3877856439,44746.8366229347,447.468366229347,570.306150595071,0,normal,,normal_semisynthetic
3987,2026-03-21 19:39:10,2026-03,segment_6,200_stab,487.29040625,76.530501,-21.488523,112.710347155954,6036.75513506296,-1398.9808618394,44411.6806414583,44841.9105013533,448.419105013534,561.129452169488,0,normal,,normal_semisynthetic
3988,2026-03-21 19:39:30,2026-03,segment_6,200_stab,487.09584375,77.575629,-24.823151,118.046336266632,5526.85301295814,-1492.10066927375,44662.8176670589,45028.2106084068,450.282106084068,568.3284423507,0,normal,,normal_semisynthetic
3989,2026-03-21 19:39:40,2026-03,segment_6,200_stab,486.9889375,78.079328,-26.688216,107.763037120581,5269.64519756367,-1536.20145860212,44783.1909729308,45118.3252032653,451.183252032653,558.946289153234,0,normal,,normal_semisynthetic
3990,2026-03-21 19:40:00,2026-03,segment_6,200_stab,486.75478125,79.046695,-30.903119,102.174832941991,4748.3135010349,-1617.30196844198,45014.5573342978,45293.1840210425,452.931840210425,555.106673152416,0,normal,,normal_semisynthetic
3991,2026-03-21 19:40:10,2026-03,segment_6,200_stab,486.6275,79.506776,-33.286841,110.049599575198,4484.39309992384,-1652.83436625085,45125.4727280064,45377.8572857176,453.778572857176,563.828172432374,0,normal,,normal_semisynthetic
3992,2026-03-21 19:40:20,2026-03,segment_6,200_stab,486.49475,79.943833,-35.851072,117.690965547002,4221.40164487221,-1683.44624919576,45232.06331034,45459.8039418547,454.598039418547,572.289004965549,0,normal,,normal_semisynthetic
3993,2026-03-21 19:40:40,2026-03,segment_6,200_stab,486.20546875,80.76198,-41.736427,113.924998628163,3686.23948923888,-1726.35882946994,45437.8458996247,45619.8039932019,456.198039932019,570.123038560182,0,normal,,normal_semisynthetic
3994,2026-03-21 19:41:00,2026-03,segment_6,200_stab,485.888625,81.469909,-48.654494,116.550759587439,3155.11909731343,-1732.69046476603,45629.8482108801,45771.6073621288,457.716073621288,574.266833208727,0,normal,,normal_semisynthetic
3995,2026-03-21 19:41:10,2026-03,segment_6,200_stab,485.72015625,81.772944,-52.51687,116.183004133541,2896.37875235674,-1717.24596830572,45720.3544841778,45844.1791043492,458.441791043492,574.624795177033,0,normal,,normal_semisynthetic
3996,2026-03-21 19:41:30,2026-03,segment_6,200_stab,485.3623125,82.259267,-61.047339,117.682571912326,2406.5675311558,-1638.8236135539,45890.5369471684,45982.8086508184,459.828086508184,577.51065842051,0,normal,,normal_semisynthetic
3997,2026-03-21 19:41:40,2026-03,segment_6,200_stab,485.1734375,82.434229,-65.65937,97.6368162928656,2184.50398469798,-1572.65266759874,45969.8226365063,46048.5601002237,460.485601002237,558.122417295103,0,normal,,normal_semisynthetic
3998,2026-03-21 19:41:50,2026-03,segment_6,200_stab,484.97715625,82.55985,-70.469585,97.1207359068555,1983.26791725092,-1487.03702372124,46045.4467988209,46112.1220683299,461.121220683299,558.241956590155,0,normal,,normal_semisynthetic
3999,2026-03-21 19:42:10,2026-03,segment_6,200_stab,484.56490625,82.652105,-80.38855,129.339287187525,1665.95782147149,-1260.83197233628,46184.342793999,46231.5761362187,462.315761362187,591.655048549712,0,normal,,normal_semisynthetic
4000,2026-03-21 19:42:20,2026-03,segment_6,200_stab,484.35078125,82.617647,-85.319509,123.168956977364,1558.97517744727,-1125.41770729873,46246.946838962,46286.8994483922,462.868994483922,586.037951461286,0,normal,,normal_semisynthetic
4001,2026-03-21 19:42:30,2026-03,segment_6,200_stab,484.12759375,82.529476,-90.224295,133.225131300109,1488.45219975171,-976.852758653356,46305.9351497524,46340.1484822407,463.401484822407,596.626616122516,0,normal,,normal_semisynthetic
4002,2026-03-21 19:42:50,2026-03,segment_6,200_stab,483.6615,82.200965,-99.537112,112.211111258254,1464.04073718701,-659.933340564226,46410.2919138817,46438.0676043464,464.380676043464,576.591787301718,0,normal,,normal_semisynthetic
4003,2026-03-21 19:43:00,2026-03,segment_6,200_stab,483.41846875,81.966771,-103.858395,119.327932023044,1508.17992419723,-498.672946400772,46455.425157765,46482.5753157022,464.825753157022,584.153685180066,0,normal,,normal_semisynthetic
4004,2026-03-21 19:43:10,2026-03,segment_6,200_stab,483.1665625,81.688243,-107.954159,97.9267476304722,1587.73124996292,-338.148327861717,46495.9869172033,46524.3165905581,465.243165905581,563.169913536053,0,normal,,normal_semisynthetic
4005,2026-03-21 19:43:30,2026-03,segment_6,200_stab,482.647625,81.026876,-115.249784,90.4840077673032,1836.8476786627,-34.6610395319522,46560.8744363604,46597.1054794264,465.971054794264,556.455062561567,0,normal,,normal_semisynthetic
4006,2026-03-21 19:43:40,2026-03,segment_6,200_stab,482.379,80.65017,-118.487553,122.2050394405,2000.10625087997,107.041630277469,46585.1578956964,46628.1976822222,466.281976822222,588.487016262721,0,normal,,normal_semisynthetic
4007,2026-03-21 19:44:00,2026-03,segment_6,200_stab,481.82215625,79.819838,-124.224257,109.033303865822,2389.75371994697,368.885612818047,46616.5294087675,46679.2010809507,466.792010809507,575.825314675329,0,normal,,normal_semisynthetic
4008,2026-03-21 19:44:20,2026-03,segment_6,200_stab,481.24121875,78.908445,-129.07365,145.318907250812,2845.7257349595,601.794266922234,46623.3895932792,46714.0318155585,467.140318155585,612.459225406397,0,normal,,normal_semisynthetic
4009,2026-03-21 19:44:30,2026-03,segment_6,200_stab,480.938125,78.42234,-131.236866,105.025002866682,3096.58626058013,709.527390982664,46616.9377268438,46725.059214689,467.25059214689,572.275595013572,0,normal,,normal_semisynthetic
4010,2026-03-21 19:44:50,2026-03,segment_6,200_stab,480.3220625,77.422817,-135.019972,138.459165878144,3623.84106678411,904.505059580348,46583.3776024802,46732.8730374602,467.328730374602,605.787896252746,0,normal,,normal_semisynthetic
4011,2026-03-21 19:45:00,2026-03,segment_6,200_stab,480.0038125,76.903709,-136.707165,123.817612203621,3902.34916630765,994.507665639197,46555.5624764331,46729.4101397595,467.294101397595,591.111713601217,0,normal,,normal_semisynthetic
4012,2026-03-21 19:45:20,2026-03,segment_6,200_stab,479.34971875,75.836861,-139.722133,110.264999173916,4482.27672210014,1160.7816742049,46476.5449813755,46706.6103684957,467.066103684957,577.331102858873,0,normal,,normal_semisynthetic
4013,2026-03-21 19:45:30,2026-03,segment_6,200_stab,479.01471875,75.292208,-141.069866,88.2456435107504,4781.53439188083,1237.6371196707,46424.8903110084,46686.8852802357,466.868852802357,555.114496313107,0,normal,,normal_semisynthetic
4014,2026-03-21 19:45:50,2026-03,segment_6,200_stab,478.3255,74.178429,-143.508053,97.6971071190704,5398.73758134187,1381.18060581038,46295.2514231342,46629.4363215906,466.294363215906,563.991470334976,0,normal,,normal_semisynthetic
4015,2026-03-21 19:46:10,2026-03,segment_6,200_stab,477.61821875,73.047357,-145.632638,119.77339226687,6031.05990980366,1511.49804267079,46130.0850791677,46547.2132289344,465.472132289344,585.245524556214,0,normal,,normal_semisynthetic
4016,2026-03-21 19:46:20,2026-03,segment_6,200_stab,477.25671875,72.474495,-146.598973,113.764177786994,6352.85922910644,1572.51635461415,46033.3142075192,46496.2110821791,464.962110821791,578.726288608785,0,normal,,normal_semisynthetic
4017,2026-03-21 19:46:30,2026-03,segment_6,200_stab,476.88915625,71.895773,-147.511117,91.8835751274602,6678.68904778894,1631.15826387594,45926.4630726704,46438.1909105451,464.381909105451,556.265484232911,0,normal,,normal_semisynthetic
4018,2026-03-21 19:46:50,2026-03,segment_6,200_stab,476.1406875,70.729088,-149.180866,135.626461896476,7336.83842143184,1741.17207315199,45682.8857643653,46301.046748109,463.01046748109,598.636929377566,0,normal,,normal_semisynthetic
4019,2026-03-21 19:47:00,2026-03,segment_6,200_stab,475.7608125,70.142949,-149.945656,89.3818699415284,7667.63659918738,1792.69907506434,45546.1234812059,46221.8107083246,462.218107083246,551.599977024775,0,normal,,normal_semisynthetic
4020,2026-03-21 19:47:10,2026-03,segment_6,200_stab,475.3753125,69.552165,-150.67273,100.89590745567,8000.8015132837,1842.32230105812,45398.4383770993,46134.8586580171,461.348586580171,562.244494035842,0,normal,,normal_semisynthetic
4021,2026-03-21 19:47:20,2026-03,segment_6,200_stab,474.9850625,68.958143,-151.363617,119.734114053406,8335.25998130253,1890.01516352405,45239.9253965984,46040.1951143133,460.401951143133,580.136065196539,0,normal,,normal_semisynthetic
4022,2026-03-21 19:47:40,2026-03,segment_6,200_stab,474.194,67.765906,-152.642857,106.031381848456,9003.76965926554,1979.54608379203,44891.31700887,45828.1225184475,458.281225184475,564.31260703293,0,normal,,normal_semisynthetic
4023,2026-03-21 19:47:50,2026-03,segment_6,200_stab,473.79228125,67.166277,-153.238217,88.6237447197195,9338.00153735399,2021.65170299269,44700.5909887409,45710.2634324343,457.102634324343,545.726379044063,0,normal,,normal_semisynthetic
4024,2026-03-21 19:48:00,2026-03,segment_6,200_stab,473.38634375,66.564093,-153.807322,90.8200003819362,9671.90633583464,2062.08383139835,44498.7016132455,45584.3438820998,455.843438820998,546.663439202934,0,normal,,normal_semisynthetic
4025,2026-03-21 19:48:20,2026-03,segment_6,200_stab,472.56025,65.349522,-154.876657,105.188190202801,10338.7682120824,2138.28179219226,44060.1418499116,45307.3777325538,453.073777325538,558.261967528339,0,normal,,normal_semisynthetic
4026,2026-03-21 19:48:30,2026-03,segment_6,200_stab,472.14415625,64.742851,-155.375506,113.59904106344,10667.9188904659,2173.79534382304,43825.5416819294,45157.5905398519,451.575905398519,565.17494646196,0,normal,,normal_semisynthetic
4027,2026-03-21 19:48:50,2026-03,segment_6,200_stab,471.3015625,63.523963,-156.315395,99.3956422112087,11319.7055217232,2240.31569359679,43323.4961117775,44833.9164344663,448.339164344663,547.734806555872,0,normal,,normal_semisynthetic
4028,2026-03-21 19:49:10,2026-03,segment_6,200_stab,470.4464375,62.29862,-157.18608,107.592110244406,11960.0538399608,2301.04849869794,42778.5717000075,44478.5780881179,444.785780881179,552.377891125586,0,normal,,normal_semisynthetic
4029,2026-03-21 19:49:20,2026-03,segment_6,200_stab,470.01490625,61.684169,-157.597886,101.494200196264,12274.7888049515,2329.31441846786,42490.6470295884,44289.4031440853,442.894031440853,544.388231637118,0,normal,,normal_semisynthetic
4030,2026-03-21 19:49:40,2026-03,segment_6,200_stab,469.1455,60.453267,-158.37846,99.6090072258254,12891.0797955838,2381.79133150153,41885.6204375912,43889.1566071266,438.891566071266,538.500573297091,0,normal,,normal_semisynthetic
4031,2026-03-21 19:50:00,2026-03,segment_6,200_stab,468.27209375,59.224598,-159.104762,85.7261502220911,13485.6559506934,2428.98750930036,41246.0175063384,43462.5914652358,434.625914652358,520.352064874449,0,normal,,normal_semisynthetic
4032,2026-03-21 19:50:10,2026-03,segment_6,200_stab,467.8269375,58.600872,-159.455335,97.0876214218747,13779.028661508,2451.09215416831,40908.490257632,43236.2586119759,432.362586119759,529.450207541634,0,normal,,normal_semisynthetic
4033,2026-03-21 19:50:30,2026-03,segment_6,200_stab,466.939,57.36081,-160.119646,128.764257248496,14344.3737527223,2491.59437319279,40213.5157134563,42767.9312910353,427.679312910353,556.443570158849,0,normal,,normal_semisynthetic
4034,2026-03-21 19:50:40,2026-03,segment_6,200_stab,466.49309375,56.739601,-160.437359,95.3705930734171,14618.2784230272,2510.26875995839,39854.1496543053,42524.6841019205,425.246841019205,520.617434092622,0,normal,,normal_semisynthetic
4035,2026-03-21 19:51:00,2026-03,segment_6,200_stab,465.59821875,55.494997,-161.046489,107.608753110835,15147.6908500719,2544.71709701411,39113.5804505039,42021.4266636823,420.214266636823,527.823019747659,0,normal,,normal_semisynthetic
4036,2026-03-21 19:51:10,2026-03,segment_6,200_stab,465.1500625,54.872282,-161.338535,103.401374894906,15402.678164907,2560.58290916344,38733.5578723977,41762.2746619576,417.622746619576,521.024121514482,0,normal,,normal_semisynthetic
4037,2026-03-21 19:51:30,2026-03,segment_6,200_stab,464.25321875,53.626172,-161.899751,116.256815027441,15892.7986090592,2589.88156789313,37956.1443244154,41230.539969053,412.30539969053,528.562214717972,0,normal,,normal_semisynthetic
4038,2026-03-21 19:51:40,2026-03,segment_6,200_stab,463.8035625,53.000953,-162.1705,113.384103299943,16128.5404148624,2603.47093968463,37558.4006686275,40957.7994725399,409.577994725399,522.962098025342,0,normal,,normal_semisynthetic
4039,2026-03-21 19:51:50,2026-03,segment_6,200_stab,463.3539375,52.375151,-162.434753,94.6803166679387,16357.7005694396,2616.4111863469,37155.6957909815,40681.2697088899,406.812697088899,501.493013756838,0,normal,,normal_semisynthetic
4040,2026-03-21 19:52:00,2026-03,segment_6,200_stab,462.90359375,51.747535,-162.693337,108.942464186147,16580.7233531247,2628.78610500742,36747.6243822664,40400.7277290753,404.007277290753,512.9497414769,0,normal,,normal_semisynthetic
4041,2026-03-21 19:52:20,2026-03,segment_6,200_stab,462.0065,50.493823,-163.191866,89.8215770546188,17006.0795553567,2651.94646499262,35921.4917577659,39832.0616087035,398.320616087035,488.142193141654,0,normal,,normal_semisynthetic
4042,2026-03-21 19:52:40,2026-03,segment_6,200_stab,461.11109375,49.236143,-163.669801,119.908312173798,17406.4275461853,2673.50556381274,35080.6467521048,39252.8104530911,392.528104530911,512.436416704709,0,normal,,normal_semisynthetic
4043,2026-03-21 19:52:50,2026-03,segment_6,200_stab,460.6654375,48.607239,-163.901119,90.3633904770091,17597.0342015655,2683.81203846979,34656.5698849421,38960.7019436095,389.607019436095,479.970409913104,0,normal,,normal_semisynthetic
4044,2026-03-21 19:53:10,2026-03,segment_6,200_stab,459.778375,47.34806,-164.350088,95.6909138896144,17960.2405284905,2703.79874258438,33801.990639594,38372.5857700629,383.725857700629,479.416771590243,0,normal,,normal_semisynthetic
4045,2026-03-21 19:53:30,2026-03,segment_6,200_stab,458.89728125,46.085889,-164.782569,125.658824370215,18300.8975642634,2723.36009620602,32940.1479826906,37780.8534974109,377.808534974109,503.467359344325,0,normal,,normal_semisynthetic
4046,2026-03-21 19:53:40,2026-03,segment_6,200_stab,458.46109375,45.456067,-164.992297,115.319888385901,18462.6386250368,2733.08629145652,32508.8554182366,37485.5234227703,374.855234227703,490.175122613604,0,normal,,normal_semisynthetic
4047,2026-03-21 19:53:50,2026-03,segment_6,200_stab,458.02584375,44.823957,-165.198958,95.7628192744036,18619.7503213839,2742.89775092633,32075.5192229361,37189.4813559379,371.894813559379,467.657632833783,0,normal,,normal_semisynthetic
4048,2026-03-21 19:54:00,2026-03,segment_6,200_stab,457.593125,44.191461,-165.402074,102.76618016616,18771.9665373535,2752.81808746593,31641.675026832,36893.9064562949,368.939064562949,471.705244729109,0,normal,,normal_semisynthetic
4049,2026-03-21 19:54:10,2026-03,segment_6,200_stab,457.16390625,43.559846,-165.601399,79.7695962356469,18919.237253634,2762.87853896035,31208.4073286896,36599.6683601607,365.996683601607,445.766279837254,0,normal,,normal_semisynthetic
4050,2026-03-21 19:54:30,2026-03,segment_6,200_stab,456.31334375,42.294259,-165.990836,117.841817586904,19201.1231030908,2783.69388312256,30340.9194011712,36013.9343888355,360.139343888355,477.981161475259,0,normal,,normal_semisynthetic
4051,2026-03-21 19:54:40,2026-03,segment_6,200_stab,455.89365625,41.662201,-166.18064,89.8207845596139,19335.832858967,2794.50821227081,29908.3291288007,35723.8276193219,357.238276193219,447.059060752833,0,normal,,normal_semisynthetic
4052,2026-03-21 19:55:00,2026-03,segment_6,200_stab,455.06053125,40.390679,-166.55365,82.6768520583136,19595.9368006966,2817.32266213205,29040.029088107,35146.28480391,351.4628480391,434.139700097414,0,normal,,normal_semisynthetic
4053,2026-03-21 19:55:20,2026-03,segment_6,200_stab,454.246375,39.123617,-166.914428,117.01970955732,19842.464117314,2841.71820784892,28177.9554097916,34580.2821806867,345.802821806867,462.822531364187,0,normal,,normal_semisynthetic
4054,2026-03-21 19:55:40,2026-03,segment_6,200_stab,453.45003125,37.857198,-167.264981,82.6555353823697,20078.3868424682,2868.028641351,27319.9031213327,34025.6419930971,340.256419930971,422.911955313341,0,normal,,normal_semisynthetic
4055,2026-03-21 19:56:00,2026-03,segment_6,200_stab,452.6698125,36.586482,-167.607426,90.6257042430038,20306.6951070492,2896.59407110181,26462.6248031538,33481.6761058327,334.816761058327,425.442465301331,0,normal,,normal_semisynthetic
4056,2026-03-21 19:56:10,2026-03,segment_6,200_stab,452.286,35.949099,-167.775913,92.1659572800817,20418.6830197273,2911.80032890166,26033.9504281369,33213.9695355762,332.139695355762,424.305652635843,0,normal,,normal_semisynthetic
4057,2026-03-21 19:56:30,2026-03,segment_6,200_stab,451.5345625,34.674715,-168.106644,91.7277200346206,20638.7623893004,2944.06184928909,25179.2424540667,32689.7577796948,326.897577796948,418.625297831569,0,normal,,normal_semisynthetic
4058,2026-03-21 19:56:50,2026-03,segment_6,200_stab,450.8056875,33.400626,-168.42963,85.4180841164858,20855.2485508626,2978.8966153372,24327.3318151036,32181.2723552888,321.812723552888,407.230807669374,0,normal,,normal_semisynthetic
4059,2026-03-21 19:57:00,2026-03,segment_6,200_stab,450.449125,32.761931,-168.588835,92.3715150026035,20962.9935295055,2997.36053455589,23900.9732344559,31932.5506254415,319.325506254415,411.697021257018,0,normal,,normal_semisynthetic
4060,2026-03-21 19:57:20,2026-03,segment_6,200_stab,449.75615625,31.487568,-168.901446,109.768309801996,21177.4399724572,3036.23804042024,23050.9861491017,31449.1759458209,314.491759458209,424.260069260205,0,normal,,normal_semisynthetic
4061,2026-03-21 19:57:30,2026-03,segment_6,200_stab,449.418,30.84816,-169.05589,71.2555393329027,21285.1483185284,3056.77706092753,22624.547253903,31213.3234915165,312.133234915165,383.388774248068,0,normal,,normal_semisynthetic
4062,2026-03-21 19:57:50,2026-03,segment_6,200_stab,448.76296875,29.571789,-169.359677,116.462356606115,21501.2292637111,3099.84778663355,21772.4922915515,30756.3544123264,307.563544123264,424.025900729379,0,normal,,normal_semisynthetic
4063,2026-03-21 19:58:00,2026-03,segment_6,200_stab,448.4463125,28.934905,-169.509128,65.7203985701694,21609.8915248864,3122.369102215,21346.5444259174,30535.4148400753,305.354148400753,371.074546970922,0,normal,,normal_semisynthetic
4064,2026-03-21 19:58:20,2026-03,segment_6,200_stab,447.831125,27.65471,-169.805497,105.239130081645,21830.6790125087,3169.69517883618,20487.7104300248,30106.0092396596,301.060092396596,406.29922247824,0,normal,,normal_semisynthetic
4065,2026-03-21 19:58:40,2026-03,segment_6,200_stab,447.2445,26.372446,-170.097296,84.7800778642446,22055.7342108291,3219.80603970854,19622.4391628367,29696.1728377801,296.961728377801,381.741806242045,0,normal,,normal_semisynthetic
4066,2026-03-21 19:59:00,2026-03,segment_6,200_stab,446.69009375,25.093896,-170.38359,99.8600568748263,22284.7218037259,3272.40015955363,18752.7343378763,29308.4027852196,293.084027852196,392.944084727022,0,normal,,normal_semisynthetic
4067,2026-03-21 19:59:20,2026-03,segment_6,200_stab,446.167,23.814641,-170.665739,108.751361303961,22518.8660903905,3327.560997927,17873.6184001983,28941.9803556663,289.419803556663,398.171164860624,0,normal,,normal_semisynthetic
4068,2026-03-21 19:59:30,2026-03,segment_6,200_stab,445.9170625,23.173515,-170.805628,81.8098100917702,22638.1788335964,3356.12898508295,17429.0280480387,28766.6779688883,287.666779688883,369.476589780654,0,normal,,normal_semisynthetic
4069,2026-03-21 19:59:40,2026-03,segment_6,200_stab,445.67634375,22.534722,-170.944055,63.4880983961078,22758.370793898,3385.18736852034,16983.0518923559,28597.6744909615,285.976744909615,349.464843305723,0,normal,,normal_semisynthetic
4070,2026-03-21 19:59:50,2026-03,segment_6,200_stab,445.44371875,21.895196,-171.081724,74.3173839273917,22880.0002846959,3414.85892732267,16533.3015250824,28434.2352427578,284.342352427578,358.65973635497,0,normal,,normal_semisynthetic
4071,2026-03-21 20:00:10,2026-03,segment_6,200_stab,445.003375,20.613651,-171.354993,79.0790751407636,23127.5095177518,3476.00255141593,15621.1815637709,28124.4662825705,281.244662825705,360.323737966469,0,normal,,normal_semisynthetic
4072,2026-03-21 20:00:30,2026-03,segment_6,200_stab,444.59765625,19.330325,-171.625387,66.4077265999943,23380.01930507,3539.3789045599,14691.552297731,27838.7179060469,278.387179060469,344.794905660463,0,normal,,normal_semisynthetic
4073,2026-03-21 20:00:50,2026-03,segment_6,200_stab,444.226875,18.042626,-171.893704,106.669846406879,23637.3707720897,3605.00191744009,13740.4050521384,27577.5282945883,275.775282945883,382.445129352762,0,normal,,normal_semisynthetic
4074,2026-03-21 20:01:10,2026-03,segment_6,200_stab,443.894875,16.761431,-172.157937,73.9971845800049,23896.4258009044,3672.18320904847,12773.9208437745,27344.0514427171,273.440514427171,347.437699007176,0,normal,,normal_semisynthetic
4075,2026-03-21 20:01:20,2026-03,segment_6,200_stab,443.74275,16.120023,-172.289274,109.010912456492,24026.8763890298,3706.48447477169,12281.9650450759,27237.3912396894,272.373912396894,381.384824853386,0,normal,,normal_semisynthetic
4076,2026-03-21 20:01:30,2026-03,segment_6,200_stab,443.600375,15.479796,-172.419779,63.272937973155,24157.3680618751,3741.14633731678,11785.2494341361,27137.9201822639,271.379201822639,334.652139795794,0,normal,,normal_semisynthetic
